month,year,temperature,dewpoint,windspeed,Soilwater_L1,Precipitation,field,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12,Soilwater_L2,Soilwater_L3,Soilwater_L4,Id,age,type,production,date
2,2011,25.852,24.05,1.9486,0.35676,553.04,14,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,27.484,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,24.692,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,2.5474,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,0.3424,439.39,240.77,104.81,121.12,85.571,121.33,159.21,93.267,286.03,447.93,269.91,334.87,0.35655,0.35662,0.35459,3103.0,11.0,5.0,0.0656126482213438,2011-02-01
3,2011,25.978,24.304,1.8727,0.3579,535.27,14,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,27.87,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,24.749,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,2.1424,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,0.33339,553.04,439.39,240.77,104.81,121.12,85.571,121.33,159.21,93.267,286.03,447.93,269.91,0.35777,0.35747,0.35955,3104.0,11.0,5.0,0.0976643909450233,2011-03-01
4,2011,25.965,24.528,1.7745,0.36572,405.15,14,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,26.886,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,25.393,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,1.8086,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,0.36484,535.27,553.04,439.39,240.77,104.81,121.12,85.571,121.33,159.21,93.267,286.03,447.93,0.36572,0.36638,0.36694,3105.0,11.0,5.0,0.1147323032698526,2011-04-01
5,2011,26.616,24.9,1.7665,0.35877,328.63,14,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,27.469,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,25.452,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,1.7407,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,0.35453,405.15,535.27,553.04,439.39,240.77,104.81,121.12,85.571,121.33,159.21,93.267,286.03,0.35871,0.35917,0.36356,3106.0,11.0,5.0,0.1813510600071865,2011-05-01
6,2011,27.035,24.076,1.9929,0.32748,97.442,14,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,27.253,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,24.352,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,1.7718,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,0.33685,328.63,405.15,535.27,553.04,439.39,240.77,104.81,121.12,85.571,121.33,159.21,93.267,0.32718,0.32818,0.34274,3107.0,11.0,5.0,0.1115343154868846,2011-06-01
7,2011,26.867,23.523,1.8927,0.32176,152.56,14,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,27.302,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,24.372,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,1.8109,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,0.3407,97.442,328.63,405.15,535.27,553.04,439.39,240.77,104.81,121.12,85.571,121.33,159.21,0.32159,0.32301,0.32665,3108.0,11.0,5.0,0.3472871002515272,2011-07-01
8,2011,27.929,23.286,2.0728,0.28785,189.17,14,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,28.005,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,23.394,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,1.9233,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,0.29158,152.56,97.442,328.63,405.15,535.27,553.04,439.39,240.77,104.81,121.12,85.571,121.33,0.28758,0.29375,0.31116,3109.0,11.0,5.0,0.2517427236794826,2011-08-01
9,2011,29.255,22.501,2.2889,0.24997,99.563,14,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,28.698,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,22.975,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,2.1995,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,0.25806,189.17,152.56,97.442,328.63,405.15,535.27,553.04,439.39,240.77,104.81,121.12,85.571,0.25185,0.26691,0.29081,3110.0,11.0,5.0,0.1540424002874595,2011-09-01
10,2011,29.64,21.883,2.3207,0.22267,228.39,14,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,29.505,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,22.377,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,2.3683,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,0.22691,99.563,189.17,152.56,97.442,328.63,405.15,535.27,553.04,439.39,240.77,104.81,121.12,0.22381,0.24007,0.27185,3111.0,11.0,5.0,0.6472152353575279,2011-10-01
11,2011,29.149,22.168,2.3215,0.24334,166.04,14,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,28.674,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,23.104,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,2.2016,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,0.26646,228.39,99.563,189.17,152.56,97.442,328.63,405.15,535.27,553.04,439.39,240.77,104.81,0.2408,0.24342,0.25981,3112.0,11.0,5.0,0.2950413223140496,2011-11-01
12,2011,29.923,21.477,2.65,0.21709,141.4,14,29.149,29.64,29.255,27.929,26.867,27.035,26.616,25.965,25.978,25.852,25.775,27.234,22.168,21.883,22.501,23.286,23.523,24.076,24.9,24.528,24.304,24.05,23.954,23.781,2.3215,2.3207,2.2889,2.0728,1.8927,1.9929,1.7665,1.7745,1.8727,1.9486,1.9864,2.0187,0.24334,0.22267,0.24997,0.28785,0.32176,0.32748,0.35877,0.36572,0.3579,0.35676,0.3433,0.3016,166.04,228.39,99.563,189.17,152.56,97.442,328.63,405.15,535.27,553.04,439.39,240.77,0.21787,0.233,0.25054,3113.0,11.0,5.0,0.2758533956162414,2011-12-01
1,2006,26.595,24.74,1.9897,0.34587,320.46,15,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,27.286,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,24.269,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,2.0396,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,0.30134,317.55,61.945,119.14,46.402,89.77,79.864,106.43,319.57,394.44,379.15,413.9,205.19,0.34462,0.33994,0.32083,3129.0,5.0,5.0,0.210790943840047,2006-01-01
2,2006,26.204,24.626,2.1281,0.35104,300.61,15,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,26.578,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,24.765,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,2.0914,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,0.33256,320.46,317.55,61.945,119.14,46.402,89.77,79.864,106.43,319.57,394.44,379.15,413.9,0.35031,0.34861,0.34523,3130.0,5.0,5.0,0.1953249044398706,2006-02-01
3,2006,26.019,24.734,2.176,0.361,445.49,15,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,26.355,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,24.69,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,1.8963,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,0.34691,300.61,320.46,317.55,61.945,119.14,46.402,89.77,79.864,106.43,319.57,394.44,379.15,0.36088,0.36103,0.35914,3131.0,5.0,5.0,0.1705380770361658,2006-03-01
4,2006,25.978,24.882,1.5105,0.36575,526.79,15,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,26.643,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,24.8,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,1.8473,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,0.3463,445.49,300.61,320.46,317.55,61.945,119.14,46.402,89.77,79.864,106.43,319.57,394.44,0.36582,0.36628,0.36728,3132.0,5.0,5.0,0.0842987356659806,2006-04-01
5,2006,26.171,24.843,1.6832,0.36109,351.87,15,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,26.397,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,24.952,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,1.7458,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,0.35231,526.79,445.49,300.61,320.46,317.55,61.945,119.14,46.402,89.77,79.864,106.43,319.57,0.36121,0.36155,0.36493,3133.0,5.0,5.0,0.0397530138194648,2006-05-01
6,2006,26.598,24.204,1.6346,0.34246,96.165,15,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,26.848,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,24.529,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,1.8646,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,0.34158,351.87,526.79,445.49,300.61,320.46,317.55,61.945,119.14,46.402,89.77,79.864,106.43,0.34285,0.34494,0.35502,3134.0,5.0,5.0,0.0181711261393707,2006-06-01
7,2006,27.156,24.049,1.8849,0.3193,118.63,15,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,27.091,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,23.823,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,1.6948,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,0.32078,96.165,351.87,526.79,445.49,300.61,320.46,317.55,61.945,119.14,46.402,89.77,79.864,0.31881,0.31909,0.33055,3135.0,5.0,5.0,0.0349309026756836,2006-07-01
8,2006,27.636,23.897,2.0829,0.30444,111.28,15,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,27.941,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,23.314,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,2.0252,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,0.28272,118.63,96.165,351.87,526.79,445.49,300.61,320.46,317.55,61.945,119.14,46.402,89.77,0.30413,0.30636,0.31578,3136.0,5.0,5.0,0.0656571596589238,2006-08-01
9,2006,28.251,23.334,2.2166,0.27897,131.5,15,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,28.79,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,22.541,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,2.4467,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,0.2437,111.28,118.63,96.165,351.87,526.79,445.49,300.61,320.46,317.55,61.945,119.14,46.402,0.27759,0.28342,0.30029,3137.0,5.0,5.0,0.140870332255219,2006-09-01
10,2006,29.143,22.787,2.4335,0.2477,141.81,15,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,28.3,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,23.321,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,2.4174,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,0.26832,131.5,111.28,118.63,96.165,351.87,526.79,445.49,300.61,320.46,317.55,61.945,119.14,0.25083,0.26454,0.2834,3138.0,5.0,5.0,0.1998235812996177,2006-10-01
11,2006,28.427,23.159,2.1827,0.26171,135.58,15,29.143,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,28.476,22.787,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,23.576,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,2.3375,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,0.26755,141.81,131.5,111.28,118.63,96.165,351.87,526.79,445.49,300.61,320.46,317.55,61.945,0.25841,0.26039,0.27174,3139.0,5.0,5.0,0.3459276683328433,2006-11-01
12,2006,28.852,22.782,2.41,0.24324,234.66,15,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,26.85,23.159,22.787,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,24.272,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,1.6893,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,0.31668,135.58,141.81,131.5,111.28,118.63,96.165,351.87,526.79,445.49,300.61,320.46,317.55,0.24136,0.25085,0.26405,3140.0,5.0,5.0,0.3307556600999706,2006-12-01
1,2007,29.083,23.677,2.4876,0.25329,161.74,15,28.852,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,26.595,22.782,23.159,22.787,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,24.74,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,1.9897,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,0.34587,234.66,135.58,141.81,131.5,111.28,118.63,96.165,351.87,526.79,445.49,300.61,320.46,0.246,0.24159,0.25605,3141.0,6.0,5.0,0.2263157894736842,2007-01-01
2,2007,26.198,24.294,2.2544,0.32402,520.5,15,29.083,28.852,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.978,26.019,26.204,23.677,22.782,23.159,22.787,23.334,23.897,24.049,24.204,24.843,24.882,24.734,24.626,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,2.1281,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,0.35104,161.74,234.66,135.58,141.81,131.5,111.28,118.63,96.165,351.87,526.79,445.49,300.61,0.31796,0.29861,0.26777,3142.0,6.0,5.0,0.1502793296089385,2007-02-01
3,2007,26.147,24.591,1.9766,0.35022,539.82,15,26.198,29.083,28.852,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.978,26.019,24.294,23.677,22.782,23.159,22.787,23.334,23.897,24.049,24.204,24.843,24.882,24.734,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,2.176,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,0.361,520.5,161.74,234.66,135.58,141.81,131.5,111.28,118.63,96.165,351.87,526.79,445.49,0.34882,0.34308,0.3208,3143.0,6.0,5.0,0.0532784475154366,2007-03-01
4,2007,26.553,25.051,1.8929,0.36094,440.18,15,26.147,26.198,29.083,28.852,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.978,24.591,24.294,23.677,22.782,23.159,22.787,23.334,23.897,24.049,24.204,24.843,24.882,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,1.5105,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,0.36575,539.82,520.5,161.74,234.66,135.58,141.81,131.5,111.28,118.63,96.165,351.87,526.79,0.36079,0.36034,0.35755,3144.0,6.0,5.0,0.0518082916789179,2007-04-01
5,2007,27.013,25.173,1.862,0.35704,332.11,15,26.553,26.147,26.198,29.083,28.852,28.427,29.143,28.251,27.636,27.156,26.598,26.171,25.051,24.591,24.294,23.677,22.782,23.159,22.787,23.334,23.897,24.049,24.204,24.843,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,1.6832,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,0.36109,440.18,539.82,520.5,161.74,234.66,135.58,141.81,131.5,111.28,118.63,96.165,351.87,0.35714,0.3576,0.35986,3145.0,6.0,5.0,0.0327844751543663,2007-05-01
6,2007,26.987,24.063,1.899,0.33866,98.632,15,27.013,26.553,26.147,26.198,29.083,28.852,28.427,29.143,28.251,27.636,27.156,26.598,25.173,25.051,24.591,24.294,23.677,22.782,23.159,22.787,23.334,23.897,24.049,24.204,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,1.6346,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,0.34246,332.11,440.18,539.82,520.5,161.74,234.66,135.58,141.81,131.5,111.28,118.63,96.165,0.33936,0.34263,0.35146,3146.0,6.0,5.0,0.0205821817112613,2007-06-01
7,2007,27.018,24.284,1.7553,0.32876,104.85,15,26.987,27.013,26.553,26.147,26.198,29.083,28.852,28.427,29.143,28.251,27.636,27.156,24.063,25.173,25.051,24.591,24.294,23.677,22.782,23.159,22.787,23.334,23.897,24.049,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,1.8849,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,0.3193,98.632,332.11,440.18,539.82,520.5,161.74,234.66,135.58,141.81,131.5,111.28,118.63,0.32773,0.32594,0.33189,3147.0,6.0,5.0,0.0206703910614525,2007-07-01
8,2007,27.659,23.804,2.0088,0.31036,56.404,15,27.018,26.987,27.013,26.553,26.147,26.198,29.083,28.852,28.427,29.143,28.251,27.636,24.284,24.063,25.173,25.051,24.591,24.294,23.677,22.782,23.159,22.787,23.334,23.897,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,2.0829,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,0.30444,104.85,98.632,332.11,440.18,539.82,520.5,161.74,234.66,135.58,141.81,131.5,111.28,0.30999,0.31248,0.32094,3148.0,6.0,5.0,0.0642752131725963,2007-08-01
9,2007,28.445,23.273,2.2834,0.273,81.388,15,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,28.852,28.427,29.143,28.251,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,22.782,23.159,22.787,23.334,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,2.2166,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,0.27897,56.404,104.85,98.632,332.11,440.18,539.82,520.5,161.74,234.66,135.58,141.81,131.5,0.27291,0.28239,0.3037,3149.0,6.0,5.0,0.1201117318435754,2007-09-01
10,2007,28.267,23.133,2.4597,0.26473,185.15,15,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,28.852,28.427,29.143,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,22.782,23.159,22.787,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,2.4335,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,0.2477,81.388,56.404,104.85,98.632,332.11,440.18,539.82,520.5,161.74,234.66,135.58,141.81,0.26094,0.26346,0.28505,3150.0,6.0,5.0,0.376771537783005,2007-10-01
11,2007,29.365,22.592,2.5323,0.23333,82.589,15,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,28.852,28.427,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,22.782,23.159,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,2.1827,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,0.26171,185.15,81.388,56.404,104.85,98.632,332.11,440.18,539.82,520.5,161.74,234.66,135.58,0.23101,0.2469,0.2717,3151.0,6.0,5.0,0.129373713613643,2007-11-01
12,2007,27.158,23.777,1.9742,0.29272,315.35,15,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,28.852,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,22.782,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,2.41,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,0.24324,82.589,185.15,81.388,56.404,104.85,98.632,332.11,440.18,539.82,520.5,161.74,234.66,0.28483,0.26404,0.26358,3152.0,6.0,5.0,0.1492796236401058,2007-12-01
1,2008,26.094,24.035,2.026,0.33843,421.43,15,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,29.083,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,23.677,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,2.4876,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,0.25329,315.35,82.589,185.15,81.388,56.404,104.85,98.632,332.11,440.18,539.82,520.5,161.74,0.33527,0.32352,0.28765,3153.0,7.0,5.0,0.0792413995883563,2008-01-01
2,2008,25.983,24.393,2.0207,0.35868,391.33,15,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,26.198,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,24.294,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,2.2544,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,0.32402,421.43,315.35,82.589,185.15,81.388,56.404,104.85,98.632,332.11,440.18,539.82,520.5,0.35838,0.35727,0.35095,3154.0,7.0,5.0,0.0201999411937665,2008-02-01
3,2008,25.654,24.153,1.6453,0.36349,547.52,15,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,26.147,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,24.591,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,1.9766,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,0.35022,391.33,421.43,315.35,82.589,185.15,81.388,56.404,104.85,98.632,332.11,440.18,539.82,0.36359,0.36392,0.364,3155.0,7.0,5.0,0.0125845339605998,2008-03-01
4,2008,25.948,24.565,1.6736,0.36447,469.15,15,25.654,25.983,26.094,27.158,29.365,28.267,28.445,27.659,27.018,26.987,27.013,26.553,24.153,24.393,24.035,23.777,22.592,23.133,23.273,23.804,24.284,24.063,25.173,25.051,1.6453,2.0207,2.026,1.9742,2.5323,2.4597,2.2834,2.0088,1.7553,1.899,1.862,1.8929,0.36349,0.35868,0.33843,0.29272,0.23333,0.26473,0.273,0.31036,0.32876,0.33866,0.35704,0.36094,547.52,391.33,421.43,315.35,82.589,185.15,81.388,56.404,104.85,98.632,332.11,440.18,0.36457,0.36439,0.36731,3156.0,7.0,5.0,0.0363716553954719,2008-04-01
